0 1 5
0 2 31
0 21 30
0 5 4
0 51 4
1 76 8
1 21 25
1 2 43
2 15 11
2 32 11
2 21 52
2 34 7
2 87 5
2 82 6
2 58 34
2 76 12
2 77 36
2 81 6
2 9 10
2 89 5
2 51 13
3 4 18
3 5 6
3 6 5
3 7 8
4 12 11
4 42 19
4 17 36
4 75 6
4 26 6
4 29 4
4 37 88
4 43 5
4 52 4
4 19 6
4 20 15
4 27 16
4 54 11
4 78 11
4 79 7
4 5 17
4 51 5
4 80 8
4 6 31
4 48 15
4 50 10
4 7 13
4 106 10
5 12 4
5 17 16
5 63 5
5 75 10
5 21 5
5 94 6
5 69 6
5 29 5
5 79 4
5 51 5
5 25 4
5 24 6
5 50 5
5 6 9
5 7 11
6 12 5
6 42 5
6 17 46
6 20 54
6 46 5
6 85 4
6 48 12
6 50 77
6 26 4
6 38 31
6 103 5
6 105 5
6 52 5
6 99 4
6 19 22
6 53 5
6 81 5
6 83 11
6 27 6
6 100 9
6 84 7
6 54 5
6 11 25
6 47 12
6 39 28
6 55 11
6 79 6
6 24 4
6 56 21
6 51 6
6 57 18
6 7 39
6 70 4
7 46 4
7 48 12
7 26 5
7 16 4
7 17 16
7 19 7
7 20 13
7 83 14
7 100 5
7 11 6
7 47 4
7 39 5
7 55 5
7 51 15
7 80 4
7 92 4
7 57 6
7 41 4
8 9 5
8 81 9
8 21 15
9 81 4
9 21 69
9 58 11
9 86 8
9 77 7
9 89 10
9 90 9
9 91 7
9 92 8
9 93 12
10 11 5
11 19 24
11 20 4
11 99 6
11 100 6
12 13 11
12 14 23
12 15 9
12 16 6
12 17 5
12 18 43
12 19 7
12 20 6
12 21 7
12 22 8
12 23 5
12 24 46
12 25 18
12 75 18
12 48 15
12 50 22
13 14 4
14 18 4
14 25 21
14 75 8
14 24 15
15 31 96
15 32 46
15 21 12
15 33 4
15 34 54
15 35 14
15 22 35
15 36 11
15 42 4
15 75 15
15 48 23
15 50 10
16 40 4
16 41 5
16 42 8
16 43 7
16 101 4
16 48 17
17 42 4
17 37 5
17 38 4
17 52 4
17 19 6
17 53 7
17 20 23
17 54 10
17 55 4
17 24 6
17 56 4
17 57 4
17 75 6
17 46 4
17 50 16
18 25 7
18 24 5
19 38 5
19 52 9
19 53 7
19 54 7
19 24 12
19 20 5
20 53 4
20 83 8
20 27 7
20 84 28
20 54 5
20 85 5
20 24 14
20 51 10
20 80 9
20 48 10
20 50 35
21 75 8
21 58 7
21 86 6
21 76 4
21 77 9
21 81 8
21 34 4
21 87 7
21 88 6
21 89 31
21 90 20
21 51 9
21 91 16
21 36 8
21 92 12
21 93 54
21 48 14
21 50 4
22 75 8
22 36 8
22 48 15
22 50 7
23 42 4
23 48 4
23 37 4
24 75 5
24 53 4
24 54 4
24 25 10
24 50 6
26 27 4
26 48 6
26 51 4
27 37 7
27 84 9
27 96 5
27 79 8
27 50 14
28 29 18
28 30 10
28 63 26
28 65 13
29 63 20
29 65 11
29 69 5
31 32 35
31 34 41
31 48 5
32 34 33
33 35 4
36 48 11
37 42 7
37 48 6
37 50 5
38 39 19
39 84 4
39 50 8
40 43 4
40 49 4
40 48 10
40 41 12
41 42 19
41 43 9
41 48 26
41 47 6
41 49 6
42 43 16
42 44 9
42 45 10
42 46 8
42 47 5
42 48 43
42 49 6
42 50 8
42 51 4
42 75 5
43 49 16
43 44 9
43 48 32
44 46 6
45 48 18
46 94 5
46 97 10
46 47 29
46 98 9
46 50 28
47 48 5
47 50 28
48 75 13
48 102 4
48 101 7
48 50 15
48 51 4
50 75 6
50 83 5
50 84 36
50 97 9
50 85 4
50 96 7
50 79 4
50 98 6
50 56 8
51 72 32
51 87 20
51 79 15
52 69 7
53 54 5
55 57 4
56 103 4
56 57 8
57 83 5
57 79 4
58 59 6
58 77 17
60 61 4
60 62 5
60 63 14
60 65 7
61 63 18
61 62 7
61 65 6
62 63 17
62 67 4
63 64 8
63 65 47
63 66 10
63 67 26
63 68 7
63 69 12
63 70 8
63 71 14
65 69 5
69 70 7
72 73 4
72 74 16
72 87 30
72 104 5
79 84 7
80 85 5
80 84 5
81 82 5
83 95 7
86 92 7
89 90 6
89 93 7
90 93 9
97 98 4
