id,IATA,Latitude,Longitude,Name,City,Country,Label
2183,SAV,32.12760162,-81.20210266,Savannah Hilton Head International Airport,Savannah,United States,KSAV
2194,XNA,36.281898,-94.306801,Northwest Arkansas Regional Airport,Bentonville,United States,KXNA
613,GSP,34.8956985474,-82.2189025879,Greenville Spartanburg International Airport,Greenville,United States,KGSP
685,MYR,33.6796989441,-78.9282989502,Myrtle Beach International Airport,Myrtle Beach,United States,KMYR
712,PSP,33.8297004699707,-116.50700378417967,Palm Springs International Airport,Palm Springs,United States,KPSP
537,BUF,42.94049835,-78.73220062,Buffalo Niagara International Airport,Buffalo,United States,KBUF
2067,SYR,43.11119842529297,-76.1063003540039,Syracuse Hancock International Airport,Syracuse,United States,KSYR
738,SNA,33.67570114,-117.8679962,John Wayne Airport-Orange County Airport,Santa Ana,United States,KSNA
2189,TUL,36.19839859008789,-95.88809967041016,Tulsa International Airport,Tulsa,United States,KTUL
680,MSN,43.13990020751953,-89.3375015258789,Dane County Regional Truax Field,Madison,United States,KMSN
667,MEM,35.04240036010742,-89.97669982910156,Memphis International Airport,Memphis,United States,KMEM
722,RNO,39.49909973144531,-119.76799774169922,Reno Tahoe International Airport,Reno,United States,KRNO
569,DAY,39.90240097045898,-84.21939849853516,James M Cox Dayton International Airport,Dayton,United States,KDAY
714,PVD,41.732601,-71.420403,Theodore Francis Green State Airport,Providence,United States,KPVD
612,GSO,36.097801208496094,-79.93730163574219,Piedmont Triad International Airport,Greensboro,United States,KGSO
528,BOI,43.5644,-116.223,Boise Air Terminal/Gowen Field,Boise,United States,KBOI
541,CAE,33.93880081176758,-81.11949920654297,Columbia Metropolitan Airport,Columbia,United States,KCAE
1184,LIH,21.97599983215332,-159.33900451660156,Lihue Airport,Lihue,United States,PHLI
1183,KOA,19.738783,-156.045603,Ellison Onizuka Kona International At Keahole Airport,Kona,United States,PHKO
671,MHT,42.932598,-71.435699,Manchester-Boston Regional Airport,Manchester NH,United States,KMHT
559,COS,38.805801,-104.700996,City of Colorado Springs Municipal Airport,Colorado Springs,United States,KCOS
650,LEX,38.0364990234375,-84.60590362548828,Blue Grass Airport,Lexington KY,United States,KLEX
690,ONT,34.055999755859375,-117.60099792480467,Ontario International Airport,Ontario,United States,KONT
729,SDF,38.1744,-85.736,Louisville International Standiford Field,Louisville,United States,KSDF
542,CAK,40.91609954833984,-81.44219970703125,Akron Canton Regional Airport,Akron,United States,KCAK
536,BTV,44.4719009399,-73.15329742429999,Burlington International Airport,Burlington,United States,KBTV
538,BUR,34.20069885253906,-118.35900115966795,Bob Hope Airport,Burbank,United States,KBUR
586,ELP,31.80719948,-106.3779984,El Paso International Airport,El Paso,United States,KELP
568,DAL,32.847099,-96.851799,Dallas Love Field,Dallas,United States,KDAL
546,CHA,35.035301208496094,-85.20379638671875,Lovell Field,Chattanooga,United States,KCHA
652,LGB,33.81769943,-118.1520004,Long Beach /Daugherty Field/ Airport,Long Beach,United States,KLGB
602,GEG,47.61989974975586,-117.53399658203124,Spokane International Airport,Spokane,United States,KGEG
2182,PWM,43.64619827,-70.30930328,Portland International Jetport Airport,Portland,United States,KPWM
622,HSV,34.637199401855,-86.775100708008,Huntsville International Carl T Jones Field,Huntsville,United States,KHSV
664,MDT,40.1935005188,-76.7633972168,Harrisburg International Airport,Harrisburg,United States,KMDT
594,FAT,36.77619934082031,-119.71800231933594,Fresno Yosemite International Airport,Fresno,United States,KFAT
619,HPN,41.06700134277344,-73.70760345458984,Westchester County Airport,White Plains,United States,KHPN
598,FNT,42.96540069580078,-83.74359893798828,Bishop International Airport,Flint,United States,KFNT
2186,SRQ,27.39539909362793,-82.55439758300781,Sarasota Bradenton International Airport,Sarasota,United States,KSRQ
593,FAR,46.92070007324219,-96.81580352783205,Hector International Airport,Fargo,United States,KFAR
642,JAN,32.3111991882,-90.0758972168,Jackson-Medgar Wiley Evers International Airport,Jackson,United States,KJAN
549,CID,41.88470077514648,-91.71080017089844,The Eastern Iowa Airport,Cedar Rapids,United States,KCID
600,FWA,40.97850037,-85.19509888,Fort Wayne International Airport,Fort Wayne,United States,KFWA
588,EUG,44.12459945678711,-123.21199798583984,Mahlon Sweet Field,Eugene,United States,KEUG
727,SBA,34.42620087,-119.8399963,Santa Barbara Municipal Airport,Santa Barbara,United States,KSBA
628,ICT,37.649899,-97.433098,Wichita Eisenhower National Airport,Wichita,United States,KICT
676,MLI,41.44850158691406,-90.50749969482422,Quad City International Airport,Moline,United States,KMLI
709,PNS,30.473400115967,-87.186599731445,Pensacola Regional Airport,Pensacola,United States,KPNS
703,PIA,40.664199829100006,-89.6932983398,General Wayne A. Downing Peoria International Airport,Peoria,United States,KPIA
710,PSC,46.26470184326172,-119.11900329589844,Tri Cities Airport,Pasco,United States,KPSC
740,TLH,30.396499633789062,-84.35030364990234,Tallahassee Regional Airport,Tallahassee,United States,KTLH
507,ATW,44.2580986023,-88.5190963745,Appleton International Airport,Appleton,United States,KATW
511,AVL,35.43619918823242,-82.54180145263672,Asheville Regional Airport,Asheville,United States,KAVL
599,FSD,43.5820007324,-96.741897583,Joe Foss Field Airport,Sioux Falls,United States,KFSD
592,EYW,24.55610084533692,-81.75959777832031,Key West International Airport,Key West,United States,KEYW
512,AVP,41.3385009766,-75.72339630130001,Wilkes Barre Scranton International Airport,Scranton,United States,KAVP
524,BLI,48.79280090332031,-122.53800201416016,Bellingham International Airport,Bellingham,United States,KBLI
679,MRY,36.58700180053711,-121.84300231933594,Monterey Peninsula Airport,Monterey,United States,KMRY
717,RDM,44.2541008,-121.1500015,Roberts Field,Redmond-Bend,United States,KRDM
669,MFR,42.37419891357422,-122.8730010986328,Rogue Valley International Medford Airport,Medford,United States,KMFR
608,GRB,44.48509979248047,-88.12960052490234,Austin Straubel International Airport,Green Bay,United States,KGRB
564,CRW,38.37310028076172,-81.59320068359375,Yeager Airport,Charleston,United States,KCRW
630,ILM,34.270599365234375,-77.90260314941406,Wilmington International Airport,Wilmington,United States,KILM
2177,MGM,32.30059814,-86.39399719,Montgomery Regional (Dannelly Field) Airport,MONTGOMERY,United States,KMGM
2197,LBB,33.663601,-101.822998,Lubbock Preston Smith International Airport,Lubbock,United States,KLBB
2193,VPS,30.4832,-86.525398,Destin-Ft Walton Beach Airport,Valparaiso,United States,KVPS
496,AGS,33.36989974975586,-81.9645004272461,Augusta Regional At Bush Field,Bush Field,United States,KAGS
2185,SHV,32.446602,-93.8256,Shreveport Regional Airport,Shreveport,United States,KSHV
604,GJT,39.1223983765,-108.527000427,Grand Junction Regional Airport,Grand Junction,United States,KGJT
677,MOB,30.691200256348,-88.242797851562,Mobile Regional Airport,Mobile,United States,KMOB
715,RAP,44.0452995300293,-103.05699920654295,Rapid City Regional Airport,Rapid City,United States,KRAP
638,ISP,40.79520035,-73.10019684,Long Island Mac Arthur Airport,Islip,United States,KISP
486,ABE,40.652099609375,-75.44080352783203,Lehigh Valley International Airport,Allentown,United States,KABE
521,BIL,45.80770111083984,-108.54299926757812,Billings Logan International Airport,Billings,United States,KBIL
526,BMI,40.47710037,-88.91590118,Central Illinois Regional Airport at Bloomington-Normal,Bloomington,United States,KBMI
2264,STS,38.50899887,-122.8130035,Charles M. Schulz Sonoma County Airport,Santa Rosa,United States,KSTS
1878,SBN,41.70869827270508,-86.31729888916016,South Bend Regional Airport,South Bend,United States,KSBN
2184,SGF,37.24570084,-93.38860321,Springfield Branson National Airport,Springfield,United States,KSGF
535,BTR,30.533199,-91.149597,Baton Rouge Metropolitan Airport,Baton Rouge,United States,KBTR
513,AZO,42.234901428222656,-85.5521011352539,Kalamazoo Battle Creek International Airport,Kalamazoo,United States,KAZO
1877,ROA,37.3255,-79.975403,Roanoke–Blacksburg Regional Airport,Roanoke VA,United States,KROA
491,ACK,41.25310135,-70.06020355,Nantucket Memorial Airport,Nantucket,United States,KACK
660,MBS,43.532901763916016,-84.07959747314453,MBS International Airport,Saginaw,United States,KMBS
2267,ITO,19.721399307250977,-155.04800415039062,Hilo International Airport,Hilo,United States,PHTO
582,ECP,30.357106,-85.795414,Northwest Florida Beaches International Airport,Panama City,United States,KECP
540,BZN,45.77750015,-111.1529999,Gallatin Field,Bozeman,United States,KBZN
681,MSO,46.91630173,-114.0910034,Missoula International Airport,Missoula,United States,KMSO
646,LAN,42.77870178222656,-84.58740234375,Capital City Airport,Lansing,United States,KLAN
547,CHO,38.13859939575195,-78.4529037475586,Charlottesville Albemarle Airport,Charlottesville VA,United States,KCHO
556,CMI,40.03919983,-88.27809906,University of Illinois Willard Airport,Champaign,United States,KCMI
518,BGR,44.80739974975586,-68.8281021118164,Bangor International Airport,Bangor,United States,KBGR
668,MFE,26.17580032,-98.23860168,Mc Allen Miller International Airport,Mcallen,United States,KMFE
2216,MAF,31.9424991607666,-102.2020034790039,Midland International Airport,Midland,United States,KMAF
502,AMA,35.219398,-101.706001,Rick Husband Amarillo International Airport,Amarillo,United States,KAMA
1137,FAI,64.81510162,-147.8560028,Fairbanks International Airport,Fairbanks,United States,PAFA
699,PHF,37.13190079,-76.49299622,Newport News Williamsburg International Airport,Newport News,United States,KPHF
576,DLH,46.8420982361,-92.1936035156,Duluth International Airport,Duluth,United States,KDLH
620,HRL,26.228500366210938,-97.65440368652344,Valley International Airport,Harlingen,United States,KHRL
562,CRP,27.77039909362793,-97.5011978149414,Corpus Christi International Airport,Corpus Christi,United States,KCRP
607,GPT,30.40730094909668,-89.07009887695312,Gulfport Biloxi International Airport,Gulfport,United States,KGPT
516,BFL,35.43360138,-119.0569992,Meadows Field,Bakersfield,United States,KBFL
610,GRK,31.067199707,-97.8289031982,Robert Gray  Army Air Field Airport,Killeen,United States,KGRK
2246,SWF,41.50410079956055,-74.10479736328125,Stewart International Airport,Newburgh,United States,KSWF
2247,TVC,44.74140167236328,-85.58219909667969,Cherry Capital Airport,Traverse City,United States,KTVC
1154,JNU,58.35499954223633,-134.5760040283203,Juneau International Airport,Juneau,United States,PAJN
1185,MKK,21.15290069580078,-157.0959930419922,Molokai Airport,Molokai,United States,PHMK
566,CWA,44.7775993347,-89.6668014526,Central Wisconsin Airport,Wassau,United States,KCWA
2173,EWN,35.0730018616,-77.04290008539999,Coastal Carolina Regional Airport,New Bern,United States,KEWN
731,SFB,28.7775993347168,-81.23750305175781,Orlando Sanford International Airport,Sanford,United States,KSFB
577,DRO,37.1515007019,-107.753997803,Durango La Plata County Airport,Durango,United States,KDRO
589,EVV,38.0369987488,-87.5324020386,Evansville Regional Airport,Evansville,United States,KEVV
2178,MLB,28.10280036926269,-80.64530181884766,Melbourne International Airport,Melbourne,United States,KMLB
2236,LRD,27.543800354003903,-99.46160125732422,Laredo International Airport,Laredo,United States,KLRD
614,GTF,47.48199844,-111.3710022,Great Falls International Airport,Great Falls,United States,KGTF
495,AEX,31.32740020751953,-92.54979705810548,Alexandria International Airport,Alexandria,United States,KAEX
2235,LCH,30.126100540161133,-93.22329711914062,Lake Charles Regional Airport,Lake Charles,United States,KLCH
2248,SCE,40.8493003845,-77.84870147710001,University Park Airport,State College Pennsylvania,United States,KUNV
1123,BET,60.77980042,-161.8379974,Bethel Airport,Bethel,United States,PABE
629,IDA,43.514599,-112.070999,Idaho Falls Regional Airport,Idaho Falls,United States,KIDA
505,ASE,39.22320175,-106.8690033,Aspen-Pitkin Co/Sardy Field,Aspen,United States,KASE
605,GNV,29.6900997162,-82.2717971802,Gainesville Regional Airport,Gainesville,United States,KGNV
606,FCA,48.31050109863281,-114.25599670410156,Glacier Park International Airport,Kalispell,United States,KGPI
595,FAY,34.9911994934082,-78.88030242919922,Fayetteville Regional Grannis Field,Fayetteville,United States,KFAY
522,BIS,46.77270126342773,-100.74600219726562,Bismarck Municipal Airport,Bismarck,United States,KBIS
1157,KTN,55.35559845,-131.7140045,Ketchikan International Airport,Ketchikan,United States,PAKT
2176,LFT,30.20529938,-91.98760223,Lafayette Regional Airport,Lafayette,United States,KLFT
2187,TRI,36.475201,-82.407401,Tri-Cities Regional TN/VA Airport,BRISTOL,United States,KTRI
1136,ENA,60.57310104370117,-151.2449951171875,Kenai Municipal Airport,Kenai,United States,PAEN
1165,OME,64.51219940185547,-165.44500732421875,Nome Airport,Nome,United States,PAOM
561,CPR,42.908001,-106.463997,Casper-Natrona County International Airport,Casper,United States,KCPR
640,AZA,33.30780029,-111.6549988,Phoenix-Mesa-Gateway Airport,Mesa,United States,KIWA
705,PIE,27.91020012,-82.68740082,St Petersburg Clearwater International Airport,St. Petersburg,United States,KPIE
603,GFK,47.949299,-97.176102,Grand Forks International Airport,Grand Forks,United States,KGFK
728,SBP,35.2368011475,-120.641998291,San Luis County Regional Airport,San Luis Obispo,United States,KSBP
494,ACY,39.45759963989258,-74.57720184326172,Atlantic City International Airport,Atlantic City,United States,KACY
734,SGU,37.036389,-113.510306,St George Municipal Airport,Saint George,United States,KSGU
2215,SBY,38.34049987792969,-75.51029968261719,Salisbury Ocean City Wicomico Regional Airport,Salisbury,United States,KSBY
2212,HHH,32.2243995667,-80.6975021362,Hilton Head Airport,Hilton Head Island,United States,KHXD
2204,MVY,41.3931007385,-70.6143035889,Martha's Vineyard Airport,Vineyard Haven MA,United States,KMVY
585,ELM,42.1599006652832,-76.8916015625,Elmira Corning Regional Airport,Elmira,United States,KELM
1166,OTZ,66.88469696,-162.598999,Ralph Wien Memorial Airport,Kotzebue,United States,PAOT
2171,DAB,29.179899,-81.058098,Daytona Beach International Airport,Daytona Beach,United States,KDAB
1182,JHM,20.962900161743164,-156.67300415039062,Kapalua Airport,Lahania-kapalua,United States,PHJH
2273,RST,43.90829849243164,-92.5,Rochester International Airport,Rochester,United States,KRST
616,HLN,46.6068000793457,-111.98300170898438,Helena Regional Airport,Helena,United States,KHLN
2181,OAJ,34.8292007446,-77.61209869380001,Albert J Ellis Airport,Jacksonville NC,United States,KOAJ
623,HTS,38.36669922,-82.55799866,Tri-State/Milton J. Ferguson Field,Huntington,United States,KHTS
2165,HYA,41.66930008,-70.28040314,Barnstable Municipal Boardman Polando Field,Barnstable,United States,KHYA
678,MOT,48.2593994140625,-101.27999877929688,Minot International Airport,Minot,United States,KMOT
2229,SAF,35.617099762,-106.088996887,Santa Fe Municipal Airport,Santa Fe,United States,KSAF
2179,MLU,32.51089859008789,-92.0376968383789,Monroe Regional Airport,Monroe,United States,KMLU
560,COU,38.81809997558594,-92.21959686279295,Columbia Regional Airport,Columbia,United States,KCOU
639,ITH,42.49100112915039,-76.4583969116211,Ithaca Tompkins Regional Airport,Ithaca,United States,KITH
1125,BRW,71.285402,-156.766008,Wiley Post Will Rogers Memorial Airport,Barrow,United States,PABR
533,BRO,25.90679931640625,-97.4259033203125,Brownsville South Padre Island International Airport,Brownsville,United States,KBRO
2174,FSM,35.33660125732422,-94.36740112304688,Fort Smith Regional Airport,Fort Smith,United States,KFSM
487,ABI,32.4113006592,-99.6819000244,Abilene Regional Airport,Abilene,United States,KABI
655,LNK,40.85100173950195,-96.75920104980467,Lincoln Airport,Lincoln,United States,KLNK
2203,LEB,43.6260986328,-72.30419921880001,Lebanon Municipal Airport,Lebanon,United States,KLEB
553,CLL,30.58860016,-96.36380005,Easterwood Field,College Station,United States,KCLL
686,YUM,32.65660095,-114.6060028,Yuma MCAS/Yuma International Airport,Yuma,United States,KNYL
670,MHK,39.14099884033203,-96.6707992553711,Manhattan Regional Airport,Manhattan,United States,KMHK
2213,LYH,37.326698303222656,-79.20040130615234,Lynchburg Regional Preston Glenn Field,Lynchburg,United States,KLYH
656,LSE,43.879002,-91.256699,La Crosse Municipal Airport,La Crosse,United States,KLSE
641,JAC,43.6072998046875,-110.73799896240234,Jackson Hole Airport,Jacksn Hole,United States,KJAC
2211,FLO,34.18539810180664,-79.7238998413086,Florence Regional Airport,Florence,United States,KFLO
698,PGD,26.92020035,-81.9905014,Charlotte County Airport,Punta Gorda,United States,KPGD
2389,SIT,57.04710006713867,-135.36199951171875,Sitka Rocky Gutierrez Airport,Sitka,United States,PASI
1156,AKN,58.67679977,-156.6490021,King Salmon Airport,King Salmon,United States,PAKN
1135,ADQ,57.75,-152.4940033,Kodiak Airport,Kodiak,United States,PADQ
492,ACT,31.611299514770508,-97.23049926757812,Waco Regional Airport,Waco,United States,KACT
596,FLG,35.13850021,-111.6709976,Flagstaff Pulliam Airport,Flagstaff,United States,KFLG
2367,SCC,70.19470215,-148.4649963,Deadhorse Airport,Deadhorse,United States,PASC
2188,TTN,40.27669906616211,-74.8134994506836,Trenton Mercer Airport,Trenton,United States,KTTN
1188,LNY,20.785600662231445,-156.9510040283203,Lanai Airport,Lanai,United States,PHNY
2242,TYR,32.35409927368164,-95.40239715576172,Tyler Pounds Regional Airport,Tyler,United States,KTYR
658,LWS,46.3745002746582,-117.01499938964844,Lewiston Nez Perce County Airport,Lewiston,United States,KLWS
2250,ORH,42.26729965209961,-71.87570190429688,Worcester Regional Airport,Worcester,United States,KORH
2378,FYU,66.57150268554688,-145.25,Fort Yukon Airport,Fort Yukon,United States,PFYU
684,MWA,37.75500107,-89.01110077,Williamson County Regional Airport,Marion,United States,KMWA
573,DEC,39.834598541259766,-88.8656997680664,Decatur Airport,Decatur,United States,KDEC
2238,SJT,31.35770034790039,-100.49600219726562,San Angelo Regional Mathis Field,San Angelo,United States,KSJT
2202,SDY,47.706902,-104.193001,Sidney - Richland Regional Airport,Sidney,United States,KSDY
2241,TXK,33.45370101928711,-93.99099731445312,Texarkana Regional Webb Field,Texarkana,United States,KTXK
1134,DLG,59.04470062,-158.5050049,Dillingham Airport,Dillingham,United States,PADL
2234,LAW,34.5676994324,-98.4166030884,Lawton Fort Sill Regional Airport,Lawton,United States,KLAW
587,ERI,42.0831270134,-80.1738667488,Erie International Tom Ridge Field,Erie,United States,KERI
2206,PVC,42.0718994141,-70.2213973999,Provincetown Municipal Airport,Provincetown,United States,KPVC
1151,ILI,59.75439835,-154.9109955,Iliamna Airport,Iliamna,United States,PAIL
706,PIH,42.9098014831543,-112.59600067138672,Pocatello Regional Airport,Pocatello,United States,KPIH
2282,TBN,37.74160004,-92.14070129,Waynesville-St. Robert Regional Forney field,Fort Leonardwood,United States,KTBN
2214,PGV,35.6352005,-77.38529968,Pitt Greenville Airport,Greenville,United States,KPGV
2276,TOL,41.58679962,-83.80780029,Toledo Express Airport,Toledo,United States,KTOL
590,EWB,41.67610168457031,-70.95690155029297,New Bedford Regional Airport,New Bedford,United States,KEWB
493,ACV,40.978101,-124.109,California Redwood Coast-Humboldt County Airport,Arcata CA,United States,KACV
2280,TWF,42.4818,-114.487999,Joslin Field Magic Valley Regional Airport,Twin Falls,United States,KTWF
1170,ANI,61.58160018920898,-159.54299926757812,Aniak Airport,Aniak,United States,PANI
637,ISN,48.177898407,-103.641998291,Sloulin Field International Airport,Williston,United States,KISN
2170,CSG,32.516300201416016,-84.93890380859375,Columbus Metropolitan Airport,Columbus,United States,KCSG
2196,PIR,44.38270187,-100.2860031,Pierre Regional Airport,Pierre,United States,KPIR
2240,SPS,33.9888,-98.491898,Sheppard Air Force Base-Wichita Falls Municipal Airport,Wichita Falls,United States,KSPS
500,ALS,37.434898,-105.866997,San Luis Valley Regional Bergman Field,Alamosa,United States,KALS
532,BRL,40.783199310302734,-91.12550354003906,Southeast Iowa Regional Airport,Burlington,United States,KBRL
2209,SLK,44.38529968261719,-74.2061996459961,Adirondack Regional Airport,Saranac Lake,United States,KSLK
609,GRI,40.96749877929688,-98.30960083007812,Central Nebraska Regional Airport,Grand Island,United States,KGRI
2172,DHN,31.3213005065918,-85.44960021972656,Dothan Regional Airport,Dothan,United States,KDHN
2237,ROW,33.30160140991211,-104.53099822998048,Roswell International Air Center Airport,Roswell,United States,KROW
636,IRK,40.09349822998047,-92.5448989868164,Kirksville Regional Airport,Kirksville,United States,KIRK
624,HVN,41.26369858,-72.88680267,Tweed New Haven Airport,New Haven,United States,KHVN
2166,TEB,40.85010147089999,-74.060798645,Teterboro Airport,Teterboro,United States,KTEB
694,OWB,37.74010086,-87.16680145,Owensboro Daviess County Airport,Owensboro,United States,KOWB
2169,BQK,31.2588005065918,-81.46649932861328,Brunswick Golden Isles Airport,Brunswick,United States,KBQK
1177,UNK,63.88840103,-160.798996,Unalakleet Airport,Unalakleet,United States,PAUN
558,COD,44.520198822,-109.024002075,Yellowstone Regional Airport,Cody,United States,KCOD
2175,GTR,33.450298309299995,-88.5914001465,Golden Triangle Regional Airport,Columbus Mississippi,United States,KGTR
1140,GAL,64.73619843,-156.9369965,Edward G. Pitka Sr Airport,Galena,United States,PAGA
519,BHB,44.45000076,-68.3615036,Hancock County-Bar Harbor Airport,Bar Harbor,United States,KBHB
2245,MQT,46.3535995483,-87.395401001,Sawyer International Airport,Gwinn,United States,KSAW
2192,VLD,30.78249931335449,-83.27670288085938,Valdosta Regional Airport,Valdosta,United States,KVLD
2279,YKM,46.56819916,-120.5439987,Yakima Air Terminal McAllister Field,Yakima,United States,KYKM
2168,OGS,44.6819000244,-75.46549987790002,Ogdensburg International Airport,Ogdensburg,United States,KOGS
490,ABY,31.535499572753903,-84.19450378417969,Southwest Georgia Regional Airport,Albany,United States,KABY
2208,RUT,43.52939987,-72.94960022,Rutland - Southern Vermont Regional Airport,Rutland,United States,KRUT
1876,PBG,44.6509017944336,-73.46810150146484,Plattsburgh International Airport,Plattsburgh,United States,KPBG
649,LBE,40.27590179,-79.40480042,Arnold Palmer Regional Airport,Latrobe,United States,KLBE
