source,target,score
Napoleon,Myriel,0.000972167973493564
MlleBaptistine,Myriel,0.000252973603659386
MmeMagloire,Myriel,0.000183087878868786
MmeMagloire,MlleBaptistine,0.00079284120504654
CountessDeLo,Myriel,0.000972167973493564
Geborand,Myriel,0.000972167973493564
Champtercier,Myriel,0.000972167973493564
Cravatte,Myriel,0.000972167973493564
Count,Myriel,0.000734105398140583
OldMan,Myriel,0.000972167973493564
Valjean,Myriel,0.000972167973493564
Valjean,MlleBaptistine,0.000640789505633138
Valjean,MmeMagloire,0.000640789505633138
Valjean,Labarre,0.000471553216893674
Marguerite,Valjean,0.00100396407695418
MmeDeR,Valjean,0.00100396407695418
Isabeau,Valjean,0.00100396407695418
Gervais,Valjean,0.00100396407695418
Listolier,Tholomyes,0.000596635473699996
Fameuil,Tholomyes,0.000596635473699996
Fameuil,Listolier,0.000609278058706281
Blacheville,Tholomyes,0.000596635473699996
Blacheville,Listolier,0.000621362092803208
Blacheville,Fameuil,0.000609278058706281
Favourite,Tholomyes,0.000696803647211365
Favourite,Listolier,0.000720135936725863
Favourite,Fameuil,0.00070873895473478
Favourite,Blacheville,0.000621362092803208
Dahlia,Tholomyes,0.000684282625522442
Dahlia,Listolier,0.000684282625522442
Dahlia,Fameuil,0.000684282625522442
Dahlia,Blacheville,0.000684282625522442
Dahlia,Favourite,0.000503407838161115
Zephine,Tholomyes,0.000696803647211365
Zephine,Listolier,0.000751495294413512
Zephine,Fameuil,0.00070873895473478
Zephine,Blacheville,0.000720135936725863
Zephine,Favourite,0.000621362092803208
Zephine,Dahlia,0.00058338648563381
Fantine,Valjean,0.000640789505633138
Fantine,Marguerite,0.000646561881989085
Fantine,Tholomyes,0.000646561881989085
Fantine,Listolier,0.000646561881989085
Fantine,Fameuil,0.00054913633401155
Fantine,Blacheville,0.00054913633401155
Fantine,Favourite,0.00054913633401155
Fantine,Dahlia,0.000782830295500151
Fantine,Zephine,0.00028213243815629
MmeThenardier,Valjean,0.000775739619566643
MmeThenardier,Fantine,0.000362070177641047
Thenardier,Valjean,0.000135908639108952
Thenardier,Fantine,0.000971074523259557
Thenardier,MmeThenardier,0.000155764777460794
Cosette,Valjean,0.000545071824121646
Cosette,Tholomyes,2.705656579533e-05
Cosette,MmeThenardier,0.00104958583017286
Cosette,Thenardier,0.000971074523259557
Javert,Valjean,7.51891776717592e-05
Javert,Fantine,0.000413896663607687
Javert,MmeThenardier,0.000413896663607687
Javert,Thenardier,0.000964029908763184
Javert,Cosette,0.000964029908763184
Fauchelevent,Valjean,0.000322559404077852
Fauchelevent,Javert,0.000964029908763184
Bamatabois,Valjean,0.000903796972778258
Bamatabois,Fantine,0.000903796972778258
Bamatabois,Javert,0.000650295314628347
Perpetue,Fantine,0.00101134194277254
Simplice,Valjean,0.000775739619566643
Simplice,Fantine,0.000622764581770411
Simplice,Javert,0.000727125656818682
Simplice,Perpetue,0.00102434313203406
Scaufflaire,Valjean,0.00100396407695418
Woman1,Valjean,0.000775739619566643
Woman1,Javert,0.000964029908763184
Judge,Valjean,0.000576962557146566
Judge,Bamatabois,0.000650295314628347
Champmathieu,Valjean,0.000576962557146566
Champmathieu,Bamatabois,0.000499912975047893
Champmathieu,Judge,0.000726714526833628
Brevet,Valjean,0.000650237066892128
Brevet,Bamatabois,0.000650237066892128
Brevet,Judge,0.000650237066892128
Brevet,Champmathieu,0.000908720766914823
Chenildieu,Valjean,0.000650237066892128
Chenildieu,Bamatabois,0.000650237066892128
Chenildieu,Judge,0.000650237066892128
Chenildieu,Champmathieu,0.000650237066892128
Chenildieu,Brevet,0.000908720766914823
Cochepaille,Valjean,0.000678333121242425
Cochepaille,Bamatabois,0.000650295314628347
Cochepaille,Judge,0.000678333121242425
Cochepaille,Champmathieu,0.000678333121242425
Cochepaille,Brevet,0.000650237066892128
Cochepaille,Chenildieu,0.000908720766914823
Pontmercy,Thenardier,0.000971074523259557
Boulatruelle,Thenardier,0.000971074523259557
Eponine,MmeThenardier,0.000827599995375636
Eponine,Thenardier,0.000595973707514209
Anzelma,MmeThenardier,0.000813145964409951
Anzelma,Thenardier,0.000735229144639256
Anzelma,Eponine,0.00105460724059271
Woman2,Valjean,0.000633742552515864
Woman2,Cosette,0.00106431074106167
Woman2,Javert,0.000964029908763184
MotherInnocent,Valjean,0.000640789505633138
MotherInnocent,Fauchelevent,0.00111208053401535
Gribier,Fauchelevent,0.000893419239634283
MmeBurgon,Jondrette,0.00114829396325459
Gavroche,Valjean,0.000775739619566643
Gavroche,Thenardier,0.000971074523259557
Gavroche,Javert,0.000964029908763184
Gavroche,MmeBurgon,0.00101546266586676
Gillenormand,Valjean,0.000484758755518127
Gillenormand,Cosette,0.000638635534239565
Magnon,MmeThenardier,0.00104958583017286
Magnon,Gillenormand,0.000896029418646335
MlleGillenormand,Valjean,0.000258409353116523
MlleGillenormand,Cosette,0.000797408600549102
MlleGillenormand,Gillenormand,0.000638635534239565
MmePontmercy,Pontmercy,0.00114829396325459
MmePontmercy,MlleGillenormand,0.00102724974134942
MlleVaubois,MlleGillenormand,0.00102724974134942
LtGillenormand,Cosette,0.0007806887307505
LtGillenormand,Gillenormand,0.000896029418646335
LtGillenormand,MlleGillenormand,0.00102434313203406
Marius,Valjean,0.000412503280502052
Marius,Tholomyes,0.000346072974924295
Marius,Thenardier,0.000971074523259557
Marius,Cosette,0.001068890782207
Marius,Pontmercy,0.000183900484313794
Marius,Eponine,0.000108630310367721
Marius,Gavroche,0.00101546266586676
Marius,Gillenormand,0.000638635534239565
Marius,MlleGillenormand,0.000473883098905987
Marius,LtGillenormand,0.000499171769525125
BaronessT,Gillenormand,0.000896029418646335
BaronessT,Marius,0.00112063161181156
Mabeuf,Eponine,0.0010222083817252
Mabeuf,Gavroche,0.00101546266586676
Mabeuf,Marius,0.0010222083817252
Enjolras,Valjean,0.000363699934146181
Enjolras,Javert,0.00030463802472216
Enjolras,Gavroche,0.000423564923783921
Enjolras,Marius,0.00103905728232971
Enjolras,Mabeuf,0.000559491167454197
Combeferre,Gavroche,0.000154807094584868
Combeferre,Marius,0.000554480644049234
Combeferre,Mabeuf,0.000420379715962829
Combeferre,Enjolras,0.000815990085206938
Prouvaire,Gavroche,0.000995675501322463
Prouvaire,Enjolras,0.000519394913018152
Prouvaire,Combeferre,0.000761476063101904
Feuilly,Gavroche,0.000772344083288826
Feuilly,Marius,0.000394971451177519
Feuilly,Mabeuf,0.000772344083288826
Feuilly,Enjolras,0.00045747305774347
Feuilly,Combeferre,0.00100364571246102
Feuilly,Prouvaire,0.000995675501322463
Courfeyrac,Eponine,0.000329517799863068
Courfeyrac,Gavroche,0.000125823710377362
Courfeyrac,Marius,0.000282014519025436
Courfeyrac,Mabeuf,0.000368130743338649
Courfeyrac,Enjolras,0.000815990085206938
Courfeyrac,Combeferre,0.00107341145132663
Courfeyrac,Prouvaire,0.000376336564769168
Courfeyrac,Feuilly,0.000633888882728007
Bahorel,Gavroche,0.000398745438786252
Bahorel,Marius,0.000398745438786252
Bahorel,Mabeuf,0.000337161062121763
Bahorel,Enjolras,0.000717952346037705
Bahorel,Combeferre,0.00047572590961686
Bahorel,Prouvaire,0.000576188486934262
Bahorel,Feuilly,0.000717952346037705
Bahorel,Courfeyrac,0.000957578998199656
Bossuet,Valjean,0.000471553216893674
Bossuet,Gavroche,0.000212414829408485
Bossuet,Marius,0.000556447055437481
Bossuet,Mabeuf,0.000559491167454197
Bossuet,Enjolras,0.000285267221345467
Bossuet,Combeferre,0.000492785821907299
Bossuet,Prouvaire,0.000761476063101904
Bossuet,Feuilly,0.0002606355136837
Bossuet,Courfeyrac,0.00107297513730015
Bossuet,Bahorel,0.000957578998199656
Joly,Gavroche,0.000481761300271116
Joly,Marius,0.000368057094809914
Joly,Mabeuf,0.000656036681937067
Joly,Enjolras,0.000481761300271116
Joly,Combeferre,0.000481761300271116
Joly,Prouvaire,0.000440489828852046
Joly,Feuilly,0.000772344083288826
Joly,Courfeyrac,0.000481761300271116
Joly,Bahorel,0.000957578998199656
Joly,Bossuet,0.000792474707945952
Grantaire,Gavroche,0.000434557280566207
Grantaire,Enjolras,0.000434557280566207
Grantaire,Combeferre,0.000845279324086915
Grantaire,Prouvaire,0.000584821442829881
Grantaire,Feuilly,0.000584821442829881
Grantaire,Courfeyrac,0.000845279324086915
Grantaire,Bahorel,0.000845279324086915
Grantaire,Bossuet,0.000845279324086915
Grantaire,Joly,0.000845279324086915
MotherPlutarch,Mabeuf,0.000657916483552724
Gueulemer,Valjean,0.000216633332198212
Gueulemer,MmeThenardier,0.000811469887577591
Gueulemer,Thenardier,0.000811469887577591
Gueulemer,Javert,0.000811469887577591
Gueulemer,Eponine,0.000811469887577591
Gueulemer,Gavroche,0.000811469887577591
Babet,Valjean,0.000273104924490577
Babet,MmeThenardier,0.000273104924490577
Babet,Thenardier,0.000912433190945167
Babet,Javert,0.000912433190945167
Babet,Eponine,0.000663247958728124
Babet,Gavroche,0.000912433190945167
Babet,Gueulemer,0.000811469887577591
Claquesous,Valjean,0.000382950406117059
Claquesous,MmeThenardier,0.000382950406117059
Claquesous,Thenardier,0.000382950406117059
Claquesous,Javert,0.00088800326621802
Claquesous,Eponine,0.00088800326621802
Claquesous,Enjolras,0.00088800326621802
Claquesous,Gueulemer,0.000811469887577591
Claquesous,Babet,0.00088800326621802
Montparnasse,Valjean,0.0008076958326248
Montparnasse,Thenardier,0.000539817039305631
Montparnasse,Javert,0.000539817039305631
Montparnasse,Eponine,0.000539817039305631
Montparnasse,Gavroche,0.0008076958326248
Montparnasse,Gueulemer,0.0008076958326248
Montparnasse,Babet,0.0008076958326248
Montparnasse,Claquesous,0.0008076958326248
Toussaint,Valjean,0.000741384599652316
Toussaint,Cosette,0.00101407778573133
Toussaint,Javert,0.000964029908763184
Child1,Gavroche,0.000788676641006005
Child2,Gavroche,0.000788676641006005
Child2,Child1,0.000984251968503937
Brujon,Thenardier,0.000509938592036182
Brujon,Eponine,0.000509938592036182
Brujon,Gavroche,0.000509938592036182
Brujon,Gueulemer,0.000811469887577591
Brujon,Babet,0.000912433190945167
Brujon,Claquesous,0.00088800326621802
Brujon,Montparnasse,0.0008076958326248
MmeHucheloup,Gavroche,0.000759531267346285
MmeHucheloup,Enjolras,0.000759531267346285
MmeHucheloup,Courfeyrac,0.000759531267346285
MmeHucheloup,Bahorel,0.000759531267346285
MmeHucheloup,Bossuet,0.000759531267346285
MmeHucheloup,Joly,0.000759531267346285
MmeHucheloup,Grantaire,0.000759531267346285
