0 1 0.128639 4
0 2 4.09617e-05 5
0 3 0.127994 3
0 4 0.134904 3
0 5 0.143937 3
0 6 0.138939 3
0 7 0.541446 2
0 8 0.651805 2
0 9 0.554465 2
0 10 1 3
0 11 0.999062 1
0 12 0.651805 3
0 13 0.339959 2
0 14 0.126528 2
0 15 0.451484 2
0 16 0.368308 2
1 2 1.3871e-14 6
1 3 0.184634 3
1 7 0.200934 4
1 12 0.519051 5
1 13 7.12504e-14 1
1 14 0.302534 2
1 15 0.881506 2
1 17 0.86473 2
2 3 0.964352 3
2 7 0.0521747 4
2 8 0.417677 5
2 18 0.648714 1
2 12 0.930458 3
2 19 0.88777 2
2 20 0.993404 2
2 21 0.745357 2
3 7 0.926689 3
3 11 0.00185218 3
3 12 0.535499 3
4 6 0.847527 2
4 9 0.701133 3
5 6 0.734835 5
5 9 0.889707 3
5 22 0.454351 3
6 22 0.404565 3
8 17 0.564883 3
8 21 0.919431 3
8 23 2.86068e-05 4
12 23 0.645988 3
14 23 0.9946 1
16 23 0.529516 4
16 21 0.927322 4
16 32 0.0264861 7
16 33 0.0675287 2
16 20 0.658884 2
17 23 0.645931 3
17 21 0.757071 3
18 23 0.304287 2
19 23 0.601144 4
19 29 0.948918 4
19 33 0.654988 3
20 23 0.156946 2
21 23 0.551447 5
21 24 1.65806e-12 3
21 25 4.66923e-11 3
21 26 0.0727387 1
21 27 3.36283e-14 3
21 28 2.5052e-12 2
21 29 0.960449 5
21 31 0.681597 4
23 24 0.921172 2
23 25 0.417821 4
23 26 0.304287 2
23 27 0.99947 1
23 28 0.0312238 3
23 29 0.909157 4
23 30 0.619234 2
23 31 0.868357 2
29 32 0.571694 5
29 31 0.996554 3
30 31 6.10603e-05 4
32 33 0.841171 2
