0 1 0.984484 5
0 2 0.354897 31
0 21 0.208733 30
0 5 0.782005 4
0 51 0.999229 4
1 76 0.558265 8
1 21 0.508893 25
1 2 0.0328754 43
2 15 0.998525 11
2 32 0.989822 11
2 21 0.888609 52
2 34 0.953877 7
2 87 0.999754 5
2 82 2.17146e-06 6
2 58 0.191514 34
2 76 0.06466 12
2 77 0.261611 36
2 81 0.985577 6
2 9 0.929942 10
2 89 0.998086 5
2 51 0.692649 13
3 4 0.00865948 18
3 5 0.509893 6
3 6 0.986217 5
3 7 0.546533 8
4 12 0.510847 11
4 42 0.209475 19
4 17 0.0775024 36
4 75 0.731978 6
4 26 0.0801893 6
4 29 0.781955 4
4 37 0.0003914 88
4 43 0.967885 5
4 52 0.809639 4
4 19 0.768766 6
4 20 0.439762 15
4 27 0.228937 16
4 54 0.0186047 11
4 78 1 11
4 79 0.408348 7
4 5 0.043034 17
4 51 0.904575 5
4 80 0.0346239 8
4 6 0.317158 31
4 48 0.412722 15
4 50 0.621125 10
4 7 0.277763 13
4 106 1 10
5 12 0.95122 4
5 17 0.0312772 16
5 63 0.822575 5
5 75 0.1787 10
5 21 0.920044 5
5 94 0.0173567 6
5 69 0.903853 6
5 29 0.788271 5
5 79 0.552687 4
5 51 0.832891 5
5 25 0.998198 4
5 24 0.507444 6
5 50 0.911601 5
5 6 0.216021 9
5 7 0.0832951 11
6 12 0.976446 5
6 42 0.928299 5
6 17 0.035333 46
6 20 0.0637068 54
6 46 0.949792 5
6 85 0.212222 4
6 48 0.389222 12
6 50 0.198502 77
6 26 0.249705 4
6 38 0.107259 31
6 103 0.734324 5
6 105 1 5
6 52 0.34537 5
6 99 0.985759 4
6 19 0.134758 22
6 53 0.656405 5
6 81 0.512698 5
6 83 0.385672 11
6 27 0.559396 6
6 100 0.0272644 9
6 84 0.911555 7
6 54 0.900294 5
6 11 0.207305 25
6 47 0.600867 12
6 39 0.0609081 28
6 55 0.0582521 11
6 79 0.927158 6
6 24 0.92559 4
6 56 0.0412397 21
6 51 0.913766 6
6 57 0.0614763 18
6 7 0.0122446 39
6 70 0.957704 4
7 46 0.631222 4
7 48 0.30463 12
7 26 0.999992 5
7 16 0.780562 4
7 17 0.131356 16
7 19 0.641465 7
7 20 0.238649 13
7 83 0.181841 14
7 100 0.420613 5
7 11 0.895536 6
7 47 0.983038 4
7 39 0.739775 5
7 55 0.297596 5
7 51 0.103265 15
7 80 0.562531 4
7 92 0.85941 4
7 57 0.836454 6
7 41 0.78316 4
8 9 0.996303 5
8 81 3.60503e-12 9
8 21 0.380016 15
9 81 0.994282 4
9 21 0.100291 69
9 58 0.495032 11
9 86 0.0644734 8
9 77 0.750344 7
9 89 0.579833 10
9 90 0.303518 9
9 91 0.820923 7
9 92 0.0164386 8
9 93 0.874307 12
10 11 1 5
11 19 0.0319392 24
11 20 0.986565 4
11 99 1.00882e-12 6
11 100 0.644347 6
12 13 0.0264498 11
12 14 0.156203 23
12 15 0.915224 9
12 16 0.906414 6
12 17 0.955298 5
12 18 2.92605e-06 43
12 19 0.779802 7
12 20 0.922136 6
12 21 0.804768 7
12 22 0.961648 8
12 23 0.400645 5
12 24 0.044713 46
12 25 0.177187 18
12 75 0.150676 18
12 48 0.368793 15
12 50 0.316181 22
13 14 0.995143 4
14 18 0.998004 4
14 25 0.347736 21
14 75 0.680525 8
14 24 0.18622 15
15 31 0.910895 96
15 32 0.99857 46
15 21 0.993655 12
15 33 0.622054 4
15 34 0.914054 54
15 35 0.0374816 14
15 22 0.276043 35
15 36 0.108652 11
15 42 0.917851 4
15 75 0.435601 15
15 48 0.826348 23
15 50 0.960616 10
16 40 0.997216 4
16 41 0.985495 5
16 42 0.476267 8
16 43 0.854791 7
16 101 0.995681 4
16 48 0.00281727 17
17 42 0.946787 4
17 37 0.971178 5
17 38 0.999071 4
17 52 0.975957 4
17 19 0.742498 6
17 53 0.169562 7
17 20 0.225342 23
17 54 0.137561 10
17 55 0.780241 4
17 24 0.691434 6
17 56 0.997231 4
17 57 0.986866 4
17 75 0.715023 6
17 46 0.815382 4
17 50 0.290204 16
18 25 0.824547 7
18 24 0.99895 5
19 38 0.999097 5
19 52 0.000134926 9
19 53 0.256324 7
19 54 0.891334 7
19 24 0.610094 12
19 20 0.798132 5
20 53 0.90724 4
20 83 0.922503 8
20 27 0.626016 7
20 84 0.180866 28
20 54 0.945736 5
20 85 0.0138335 5
20 24 0.340995 14
20 51 0.462863 10
20 80 9.01347e-05 9
20 48 0.498381 10
20 50 0.199715 35
21 75 0.51898 8
21 58 0.891241 7
21 86 0.644129 6
21 76 0.941942 4
21 77 0.721797 9
21 81 0.16831 8
21 34 0.971338 4
21 87 0.899548 7
21 88 1 6
21 89 0.190281 31
21 90 0.0920714 20
21 51 0.470268 9
21 91 0.544454 16
21 36 0.86425 8
21 92 0.146309 12
21 93 0.0252141 54
21 48 0.494626 14
21 50 0.985344 4
22 75 0.765385 8
22 36 0.216557 8
22 48 0.343741 15
22 50 0.777736 7
23 42 0.0372231 4
23 48 0.833132 4
23 37 0.286994 4
24 75 0.768673 5
24 53 0.958644 4
24 54 0.989427 4
24 25 0.486942 10
24 50 0.673771 6
26 27 0.91975 4
26 48 0.112117 6
26 51 0.758953 4
27 37 0.90226 7
27 84 0.89242 9
27 96 9.74978e-06 5
27 79 0.845082 8
27 50 0.220893 14
28 29 0.398027 18
28 30 1 10
28 63 0.484686 26
28 65 0.660255 13
29 63 0.211606 20
29 65 0.42677 11
29 69 0.998182 5
31 32 0.97874 35
31 34 0.982974 41
31 48 0.996215 5
32 34 0.918231 33
33 35 1.24101e-16 4
36 48 0.338721 11
37 42 0.866387 7
37 48 0.97904 6
37 50 0.993632 5
38 39 0.571625 19
39 84 0.999407 4
39 50 0.658123 8
40 43 0.998791 4
40 49 0.880722 4
40 48 0.178277 10
40 41 0.089291 12
41 42 0.126495 19
41 43 0.856175 9
41 48 0.181967 26
41 47 0.997524 6
41 49 0.626165 6
42 43 0.12199 16
42 44 0.192819 9
42 45 0.678105 10
42 46 0.640839 8
42 47 0.964925 5
42 48 0.024924 43
42 49 0.51959 6
42 50 0.46378 8
42 51 0.876831 4
42 75 0.701315 5
43 49 0.167876 16
43 44 0.729286 9
43 48 0.175761 32
44 46 0.755366 6
45 48 0.371643 18
46 94 0.946342 5
46 97 0.79715 10
46 47 0.0782811 29
46 98 0.12843 9
46 50 0.132163 28
47 48 0.964691 5
47 50 0.179337 28
48 75 0.340002 13
48 102 1 4
48 101 0.32194 7
48 50 0.395889 15
48 51 0.928349 4
50 75 0.709824 6
50 83 0.994434 5
50 84 0.198305 36
50 97 0.372175 9
50 85 0.678687 4
50 96 0.452131 7
50 79 0.877888 4
50 98 0.669037 6
50 56 0.290348 8
51 72 0.0504115 32
51 87 0.0669441 20
51 79 0.0191484 15
52 69 0.381085 7
53 54 0.995592 5
55 57 0.851254 4
56 103 0.86734 4
