2191 597 0.467927 826
2191 700 0.255825 1216
2191 625 0.951367 90
2191 571 0.596692 661
2191 579 0.921747 107
2191 506 0.782847 361
2191 574 0.0566453 2252
2191 691 0.795151 308
2191 554 0.746677 370
2191 627 0.836384 185
2191 591 0.183631 1266
2191 682 0.202261 1268
2191 575 0.886015 184
597 691 0.681098 526
597 571 0.89093 359
597 625 0.904219 114
597 702 0.18375 5512
597 733 0.899791 240
597 627 0.801868 201
597 579 0.63594 287
597 498 0.165985 1896
597 682 0.101301 2645
597 575 0.734893 411
597 730 0.631773 2933
597 554 0.780537 352
597 720 0.465856 1054
597 700 0.730855 419
597 574 0.805821 251
597 647 0.925854 170
597 506 0.472635 1452
597 645 0.630595 445
597 648 0.886514 270
597 613 0.262048 926
597 663 0.716976 449
597 591 0.454252 714
597 529 0.611737 430
627 702 0.507751 497
627 571 0.784436 236
627 648 0.207402 1035
627 578 0.740355 288
627 2189 0.839459 178
627 579 0.247987 516
627 663 0.556237 424
627 2190 0.964801 93
627 712 0.339896 701
627 554 0.454689 512
627 575 0.188769 962
627 653 0.895003 144
627 591 0.583519 365
627 691 0.152724 1024
627 730 0.571706 497
627 673 0.463723 509
627 506 0.179564 949
627 613 0.1934 827
627 736 0.696 295
627 574 0.317962 627
627 682 0.433434 508
627 625 0.791183 141
627 647 0.541477 437
627 529 0.806985 175
627 720 0.0382855 2039
627 700 0.555627 414
627 733 0.610554 387
702 682 0.506376 732
702 625 0.0126852 3011
702 571 0.841847 3906
702 712 0.859827 219
702 700 0.738757 444
702 578 0.404441 1460
702 645 0.622568 498
702 506 0.78866 737
702 579 0.615767 377
702 554 0.769343 411
702 653 0.466897 930
702 574 0.21072 1479
702 647 0.624794 880
702 2190 0.827574 344
702 2189 0.349597 957
702 736 0.725843 706
702 733 0.769754 842
702 730 0.977062 1012
702 663 0.850415 312
702 691 0.612478 830
702 673 0.2373 2758
702 529 0.743918 300
702 648 0.697584 1431
702 575 0.606493 669
702 591 0.590221 530
529 574 0.507487 467
529 2207 1 103
529 625 0.516263 329
529 700 0.317171 819
529 645 0.199348 1004
529 575 0.405347 634
529 673 0.67708 353
529 682 0.516004 472
529 554 0.439719 584
529 648 0.172879 1378
529 736 0.915244 137
529 730 0.709322 384
529 691 0.132082 1387
529 723 0.253363 1115
529 579 0.377353 422
529 519 1 113
529 591 0.350777 665
529 498 0.954292 110
529 506 0.173238 1275
529 720 0.732719 319
529 733 0.287175 995
529 571 0.231457 1227
529 663 0.483545 556
529 647 0.827152 199
574 591 0.577594 432
574 554 0.644288 407
574 673 0.824833 223
574 575 0.224551 1051
574 2190 0.823162 249
574 700 0.586339 464
574 691 0.155672 1141
574 579 0.193193 557
574 653 0.917377 144
574 625 0.338444 478
574 645 0.875513 161
574 663 0.608239 462
574 712 0.930903 132
574 506 0.157444 1218
574 578 0.877582 191
574 571 0.890885 180
574 736 0.303244 1085
574 648 0.182906 1706
574 2189 0.784369 263
574 647 0.24317 1192
574 733 0.377383 950
574 567 1 7
574 2219 1 97
574 730 0.450477 1131
574 682 0.149173 1050
591 498 0.871899 188
591 625 0.676512 214
591 673 0.598821 461
591 578 0.187424 1455
591 575 0.487415 576
591 733 0.366805 956
591 720 0.912654 148
591 613 0.651413 366
591 663 0.349652 898
591 736 0.0777135 2659
591 647 0.760567 292
591 648 0.445283 795
591 723 0.910002 153
591 682 0.63413 390
591 700 0.996354 8
591 691 0.367226 787
591 579 0.299664 516
591 730 0.791322 351
591 554 0.435481 669
591 506 0.247782 1072
591 2189 0.149429 1236
591 571 0.849608 228
498 700 0.831041 260
498 625 0.795097 177
498 663 0.95943 118
498 554 0.440971 822
498 579 0.938691 95
498 691 0.874064 211
498 571 0.923449 179
498 682 0.195911 1358
498 506 0.12831 2532
498 647 0.220729 1501
613 625 0.948003 75
613 691 0.808031 212
613 554 0.702267 317
613 579 0.936709 86
613 700 0.866511 165
613 571 0.523792 540
613 506 0.5831 437
613 575 0.0624187 1390
625 663 0.757559 183
625 645 0.619031 264
