source,target,weight,p_values
1,47,10,0.83674467703607
1,832,14,0.851944457176862
47,6,17,0.532638180531791
47,14,1,0.402393808239893
47,15,117,0.857647876467558
47,68,2130,0.608923604423476
47,70,310,0.371981289647134
47,81,160,1.82941727636627
47,88,131624,0.00399904716127142
47,97,44,0.0036878661844526
47,99,2,0.527549801546519
47,153,3,0.542144922170747
47,269,60,0.395315529505538
47,392,148,0.423537837354032
47,402,2,21.7316094274432
47,410,1,2.5834827565746
47,440,122,0.0722490328908325
47,483,1165,0.575040452475505
47,679,918,0.567016962251695
47,743,2,0.0482583484041169
47,793,15,0.512600342898308
47,815,121,18.8358467064821
47,820,5000,0.671645438018471
47,825,44,0.860161905498455
47,831,60,0.706223095609268
47,832,5344,0.601980919490317
47,837,16,185.379978218744
47,839,24,0.139898244974108
47,861,55,7.30379038360596e-08
47,864,774,0.500706266613861
47,1131,149,0.581521218079357
47,1181,6152,1.17687416431225e-07
47,1203,4253,0.53096693736395
47,1307,4,0.769674286765875
47,1465,44,0.537075450746731
47,1477,7,0.340651296812794
47,1547,88,0.000382255581105495
47,1609,5,0.0776520217170786
47,1653,7,0.0089480668813875
47,1715,6,0.676995298365169
47,866,3,0.510490854330607
832,392,24,0.143447604287403
832,820,19,0.292180995986043
832,864,9,0.0234351610624235
832,1181,29,0.0521034149033631
832,1203,110,0.302276660644282
832,88,1,0.00271829975491189
832,68,2,0.385408719969513
2,679,7,0.228013356985203
679,7,855,0.0260432780671497
679,11,895,0.00202514753012007
679,19,49,5.26417210015649e-06
679,21,20,0.00124703259196013
679,22,74,0.0331721005584353
679,23,2,0.644532628652547
679,24,70,0.152172948177478
679,68,8,0.405246123321172
679,88,50938,0.323450679509934
679,402,5,0.330303786854855
679,483,10,0.124883640352611
679,505,54,0.433645836333396
679,720,26,43.0977909902162
679,726,43,11.5336692568958
679,800,5616,31.2527873697169
679,820,11,71.68865506868
679,1057,2,0.0692819437054107
679,1181,1,0.823640310259687
679,1247,4432,0.105151763667331
679,1494,10641,0.685994737933286
679,1539,3,1.0614135489359
679,1574,10,0.728659076668554
679,1587,4,0.317821271567817
679,1588,16,0.81873614657348
679,1683,1,5.80965654087441
3,424,7,0.695860680208958
3,1688,28265,0.840668066361252
424,525,33,0.0208151826014441
424,577,226,114.371856233809
424,868,1612,57.8603774385757
424,1245,566,0.41017250211825
424,1688,9145,72.2866301675749
1688,240,51,0.000147866485588044
1688,577,79529,0.880464450342202
1688,868,2113,88.8916675467208
1688,1245,132,71.68865506868
1688,1372,368,0.801007063251154
1688,1442,20,5.93916396045278
1688,1485,5,117.316468565801
1688,1482,2,39.9912383912465
1688,702,6,0.834914038329052
1688,1249,11,0.103819426973313
4,685,8,0.117333068298346
685,38,4663,16.9929842736319
685,52,8,0.733674361025168
685,55,14,0.635958849455072
685,57,11,37.1877894289692
685,60,17,0.679621924641108
685,114,389476,0.696381035330061
685,123,57,0.00449535126719732
685,126,4,3.56820401138989
685,128,5,0.850855592175005
685,143,16,0.802861290594572
685,144,2,0.654766865931152
685,145,45,0.736647656528597
685,149,230,0.31821413756581
685,151,28,0.575213785254262
685,163,10,0.295995522107852
685,167,26,0.907408894337535
685,202,11,0.421484065960402
685,203,9,0.00015167913870151
685,206,400,17.1372611256573
685,215,90,1.85615434081235e-05
685,226,2,0.0519154199910308
685,234,3,0.380282952684735
685,237,5,2.54521781626327e-05
685,239,96,0.0487894908828578
685,240,75,0.813328915846245
685,251,193,0.70783372572739
685,255,8,0.250440011161018
685,284,12,1.00250007706612
685,293,3,0.807782591551927
685,296,144,0.701903190333309
685,317,73566,13.4292800990787
685,322,17,2.12408202501151
685,334,2,0.801097744940978
685,344,28,0.592377110501746
685,356,6819,0.643840894668201
685,383,76966,0.37316662007135
685,389,81,0.818827092177186
685,417,2,18.5336504922108
685,432,298,0.800548993384239
685,435,112790,8.69023362361711
685,452,12,49.4809411543887
685,459,4,0.782680035942499
685,478,4,14.1545041873704
685,489,2,16.5733906222653
685,500,111,0.700255717119527
685,502,5,59.0234866920583
685,511,1,3.80672341937064
685,517,3,14.537976576577
685,519,2,0.805553905954753
685,521,57,4.36504537239962
685,526,183545,14.1644191439957
685,534,46,0.000105287704235324
685,537,9,89.4295587567025
685,549,6,3.52929330904583
685,552,4,114.085251810829
685,563,14,22.8985611823391
685,589,9,6.85106932669853
685,607,8,44.9980734830678
685,610,34,0.822875467826921
685,631,28,0.297074915366626
685,640,2,0.336194048679012
685,649,1,0.201821403380914
685,683,247,0.622681010229584
685,691,35,17.0544804945289
685,692,21,0.862758453777451
685,702,39,109.289399672312
685,709,43793,0.18991224721711
685,710,4,97.7793015295898
685,711,67,0.0778059619046179
685,716,39,0.449998244154375
685,727,25,0.632699875828368
685,737,5,0.580295669322717
685,752,186,0.0117170932804398
685,759,43,0.339636659138742
685,782,1,0.346661119354662
685,801,6,0.067145676004833
685,872,7,0.375725704803542
685,875,25,0.660809326268839
